player_id,date,distance_m,hsr_distance_m,acwr,ctl,atl,fatigue_score,sleep_quality,stress,muscle_soreness,inter_acwr_fatigue,th_acwr_fatigue,th_stress_sleep,inter_sleep_sore,injury_risk
P0021,2023-01-22,3486,126,1.2077284561053547,48.839093279768186,56.56189866646383,6,8,3,3,-0.09227154389464531,0,0,0,0
P0022,2023-01-23,5058,198,1.2959717534351425,55.49578299438009,85.98250967400155,8,6,4,4,-0.012084739694572688,0,0,0,0
P0023,2023-01-24,5513,418,2.1308704052501177,55.56193502048654,104.09514268696392,7,8,4,4,1.6617408105002354,0,0,-2,1
P0024,2023-01-25,4227,195,1.093128395871854,49.388963662154445,84.99702605896633,5,7,2,2,-0.0,0,0,1,0
P0025,2023-01-26,6088,444,1.2765293167534038,45.47619224784192,70.02661385493742,4,7,4,2,0.02347068324659629,0,0,1,0
P0026,2023-01-27,7138,719,1.3017808004804503,56.64003706988215,68.53818238053948,5,6,4,3,0.0,0,0,0,1
P0027,2023-01-28,5865,272,1.2848603636192488,47.177955496837725,61.5716755483772,7,8,3,4,-0.03027927276150244,0,0,-2,0
P0028,2023-01-29,7116,788,1.4201764480114831,49.91212367805944,81.70838050649388,3,7,5,2,-0.24035289602296617,0,0,1,0
P0029,2023-01-30,4940,73,0.9110460654558695,47.690218850488925,48.95198577136247,8,6,4,3,-1.1668618036323917,0,0,0,0
P0030,2023-01-31,6439,314,1.626276978865593,52.66130382215742,72.84867661279858,5,7,3,3,0.0,0,0,0,0
P0031,2023-02-01,4614,262,1.3791300943827458,64.50108272673964,75.38986158912937,9,6,4,4,0.31652037753098305,0,0,0,0
P0032,2023-02-02,5280,264,1.2647536593754278,45.801675297957026,59.97956921824837,6,8,3,4,-0.035246340624572214,0,0,-2,0
P0033,2023-02-03,5307,426,1.5280955875320963,42.35049250766247,62.075459426837384,5,8,4,3,0.0,0,0,0,0
P0034,2023-02-04,6276,388,1.552004520972262,50.42611955397494,74.70324341407033,6,8,5,5,0.2520045209722619,0,0,-4,0
P0035,2023-02-05,5020,370,1.3044419793965791,53.29151070809553,71.27796536302816,5,8,3,5,0.0,0,0,-4,0
P0036,2023-02-06,3994,116,1.279560337516397,55.412793211448744,82.14344330437694,8,8,3,3,-0.06131898745080888,0,0,0,0
P0037,2023-02-07,4323,315,1.2534546194616492,40.63457253560651,55.803120223407745,6,7,3,3,-0.04654538053835089,0,0,0,0
P0038,2023-02-08,5244,271,1.2208399261805694,52.88185813858083,58.09175622650407,3,5,3,2,0.15832014763886137,0,0,-1,0
P0039,2023-02-09,6473,627,1.5602277213200237,52.79986993115512,68.56494523385726,4,6,4,2,-0.2602277213200237,0,0,0,0
P0040,2023-02-10,5519,562,1.4780763720385601,54.9878360616425,83.53139136393008,4,7,4,3,-0.17807637203856008,0,0,0,0
P0041,2023-02-11,4227,216,1.2857582602113973,62.47394999306696,90.69904690859578,10,8,7,5,-0.07120869894301385,0,0,-4,0
P0042,2023-02-12,7183,496,1.4170632976903335,48.739194254046076,52.2900000329103,2,5,3,2,-0.35118989307100024,0,0,-1,0
P0043,2023-02-13,6872,721,1.5502338766183352,45.12314236714365,73.66800709449228,2,8,5,3,-0.7507016298550055,0,0,0,0
P0044,2023-02-14,3289,238,1.137766113934868,58.69759970237583,59.49846777032168,5,7,4,3,-0.0,0,0,0,0
P0045,2023-02-15,5622,258,1.2938037431966711,52.45556739825677,77.45761670602619,7,6,2,4,-0.012392513606657829,0,0,0,1
P0046,2023-02-16,5332,257,1.5840144427752056,51.37496810594738,89.56442773848342,6,9,7,4,0.2840144427752056,0,0,-3,0
P0047,2023-02-17,5970,506,1.7505617801833222,42.149115709007404,78.49153099034324,6,5,3,1,0.45056178018332216,0,0,-2,0
P0048,2023-02-18,4730,337,1.5954629578331896,49.78179621379279,91.01326311108691,4,4,3,3,-0.29546295783318954,0,0,0,0
P0049,2023-02-19,4967,129,1.1360200847552508,37.243707253095444,61.01859231446694,7,6,4,2,-0.3279598304894984,0,0,0,0
P0050,2023-02-20,4937,391,1.1911054051498164,55.062625546020406,66.22268653831264,4,6,2,2,0.1088945948501836,0,0,0,0
P0051,2023-02-21,3803,359,1.2830815444563766,40.774920909182526,60.708365808390425,5,7,5,4,-0.0,0,0,-1,0
P0052,2023-02-22,4469,190,1.1394650986688188,26.966775745446093,33.276949926639205,7,10,4,4,-0.3210698026623624,0,0,-4,0
P0053,2023-02-23,5311,787,1.7891992401310215,49.06985060644124,69.46844768529628,2,6,2,1,-1.4675977203930644,0,0,0,0
P0054,2023-02-24,4353,147,1.4385558846295445,56.86445036864448,81.73312649069678,9,8,4,5,0.554223538518178,0,0,-4,0
P0055,2023-02-25,5538,252,1.2751095941983512,42.57745075326254,50.37807556972534,6,9,3,3,-0.024890405801648807,0,0,0,0
P0056,2023-02-26,4349,187,1.074410093116843,40.4320718491822,55.64121843653254,5,7,4,3,-0.0,0,0,0,0
P0057,2023-02-27,4092,160,1.2682511669633842,52.878981939609346,64.3068356427207,6,8,2,3,-0.0317488330366158,0,0,0,0
P0058,2023-02-28,4337,275,1.117362428912009,31.386303381941943,34.34236810975911,4,7,2,3,0.18263757108799106,0,0,0,0
P0059,2023-03-01,3340,138,0.8886351288437462,40.65392071185286,50.09982409470372,5,7,5,3,-0.0,0,0,0,0
P0060,2023-03-02,5835,275,1.4429044086803788,65.5466280087997,67.70230164185733,3,6,3,3,-0.2858088173607576,0,0,0,0
P0061,2023-03-03,4396,237,1.19766691726059,60.23179108108554,79.81249570856278,7,7,4,3,-0.20466616547882,0,0,0,0
P0062,2023-03-04,5394,296,1.3866246416286336,70.74818016242347,100.02905567047954,6,8,4,1,0.08662464162863359,0,0,4,1
P0063,2023-03-05,3992,85,0.9756525422582633,48.2638883795927,76.72683939047533,8,8,6,2,-0.9730423732252104,0,0,2,0
P0064,2023-03-06,5235,411,1.1336896620685564,62.01868286768363,79.3577905182746,5,7,7,4,-0.0,0,0,-1,0
P0065,2023-03-07,5248,276,1.1576046226701653,58.82720064722302,67.51425394980531,5,6,5,3,-0.0,0,0,0,0
P0066,2023-03-08,6036,366,1.3729506378687795,42.58591844707902,60.32153599435908,5,8,3,3,0.0,0,0,0,1
P0067,2023-03-09,6354,536,1.8842598769434786,44.64179126465808,67.20862795465816,1,7,3,2,-2.3370395077739143,0,0,1,0
P0068,2023-03-10,5279,219,1.712569073718885,51.1619718177302,83.65707558712273,7,8,4,3,0.8251381474377699,0,0,0,1
P0069,2023-03-11,5471,608,1.7646722324145219,66.07256713780419,90.80055076221385,3,6,3,4,-0.9293444648290436,0,0,0,1
P0070,2023-03-12,3309,256,1.1456260557748588,42.50135489698769,48.76925716584657,3,7,3,2,0.30874788845028256,0,0,1,0
P0071,2023-03-13,3706,147,1.394895783697329,44.43339045605654,54.569468890150226,5,6,1,2,0.0,0,0,0,0
P0072,2023-03-14,4769,339,1.6633843134850246,60.03421395694996,86.13010203306183,4,9,4,3,-0.36338431348502453,0,0,0,0
P0073,2023-03-15,4975,311,1.2921106602604506,44.38904631430407,58.96977114153386,5,6,3,3,-0.0,0,0,0,1
P0074,2023-03-16,4745,433,0.930940764666182,60.852109500885206,79.75894179209554,3,6,3,2,0.738118470667636,0,0,0,0
P0075,2023-03-17,4222,136,1.428857466165838,57.1125820516198,93.0350486375674,8,6,4,4,0.3865723984975138,0,0,0,1
P0076,2023-03-18,3778,231,1.139570145653445,43.96802757936469,65.86715811293253,7,7,6,3,-0.32085970869311,0,0,0,1
P0077,2023-03-19,5615,443,1.3855489108368508,54.496651167052924,64.32581654843885,6,7,3,4,0.08554891083685079,0,0,-1,0
P0078,2023-03-20,4296,124,0.8759085027328269,54.932560125066544,52.703009937028725,9,6,7,4,-1.6963659890686924,0,0,0,0
P0079,2023-03-21,4903,232,1.3249460886421376,49.33200254478415,80.28862386182534,7,7,4,3,0.049892177284275085,0,0,0,0
P0080,2023-03-22,5307,177,0.9963588333271083,58.23125897375881,72.85452299318791,6,7,5,3,-0.30364116667289176,0,0,0,0
P0081,2023-03-23,4222,230,1.0393361537417816,52.69861958852653,50.61901941596683,7,8,5,4,-0.521327692516437,0,0,-2,0
P0082,2023-03-24,6663,690,1.2930983010960628,41.32596202654903,53.372916056418575,3,7,3,3,0.013803397807874429,0,0,0,1
P0083,2023-03-25,4245,169,0.9276148777971618,39.86586179518301,39.23274981147849,4,8,2,5,0.37238512220283826,0,0,-4,0
P0084,2023-03-26,5493,375,1.2380681935227693,58.05021876246428,70.53757824268446,5,10,4,4,-0.0,0,0,-4,0
P0085,2023-03-27,4297,217,1.5237745304651158,42.00175920199524,84.28742246942433,8,7,5,5,0.6713235913953473,1,0,-2,0
P0086,2023-03-28,5621,215,1.1526620453605743,49.01837909960031,65.5941298553737,6,7,3,3,-0.14733795463942578,0,0,0,0
P0087,2023-03-29,5610,438,1.6372106305278287,59.06440517260131,90.52664273136365,5,5,4,3,0.0,0,0,0,0
P0088,2023-03-30,5271,206,1.0636582517881592,61.10370913642331,75.3544439661962,7,7,5,4,-0.4726834964236817,0,0,-1,0
P0089,2023-03-31,4484,247,1.156764662166739,44.852419610211236,58.37053669710945,6,7,6,3,-0.14323533783326114,0,0,0,0
P0090,2023-04-01,4813,233,1.5107819076592732,51.15748461905805,86.18549902349466,4,6,5,3,-0.21078190765927318,0,0,0,0
P0091,2023-04-02,6064,368,1.6846033802678055,73.67716519931992,99.67217834073843,5,8,6,3,0.0,0,0,0,0
P0092,2023-04-03,4580,223,0.9959114721853304,40.55992162389979,44.0924108429641,4,7,4,4,0.30408852781466966,0,0,-1,0
P0093,2023-04-04,4002,279,1.1956613876418978,47.583287901757174,70.21198049464991,5,7,4,4,-0.0,0,0,-1,0
P0094,2023-04-05,5289,670,1.4160861132778066,45.56267291890788,60.02552201507677,3,6,5,5,-0.2321722265556132,0,0,0,1
P0095,2023-04-06,4429,169,1.247488099174599,43.343554402801935,68.72690615019614,7,6,6,6,-0.10502380165080227,0,0,0,0
P0096,2023-04-07,4387,197,1.2406562002373915,51.96758328082441,76.87577456343311,9,8,4,2,-0.23737519905043403,0,0,2,1
P0097,2023-04-08,4269,215,1.5241478938849689,43.006307219700716,71.17825447931445,6,9,7,4,0.2241478938849688,0,0,-3,0
P0098,2023-04-09,4510,345,1.4367013483577697,66.79659897634296,94.20438209462867,6,8,6,5,0.1367013483577697,0,0,-4,0
P0099,2023-04-10,5507,491,1.6762032279733559,64.15762874705601,97.43323456717607,5,7,6,3,0.0,0,0,0,0
P0100,2023-04-11,5368,296,1.33737727529327,63.18499647247713,85.7638580504972,6,5,5,4,0.03737727529326995,0,0,1,0
P0101,2023-04-12,7157,565,1.644940743729837,56.6887747331013,97.89796415481824,5,7,5,3,0.0,0,0,0,0
P0102,2023-04-13,4553,263,1.4512524699798044,38.81016399734611,63.88036214222253,4,8,2,2,-0.15125246997980435,0,0,2,1
P0103,2023-04-14,5377,542,1.467314439599291,45.34796930822657,84.34955887821744,3,4,4,2,-0.33462887919858186,0,0,-2,0
P0104,2023-04-15,3979,250,1.2540338121551535,42.39207431409196,49.62343638608155,6,8,4,5,-0.04596618784484652,0,0,-4,0
P0105,2023-04-16,3930,97,0.939431187574941,47.60679104617361,61.774517866624706,7,8,3,4,-0.721137624850118,0,0,-2,0
P0106,2023-04-17,4917,409,1.4404748550755753,54.20462011613562,81.54289325158486,6,8,6,4,0.14047485507557522,0,0,-2,0
P0107,2023-04-18,5708,371,1.6692296065813306,44.42116391525043,89.45289656112732,6,5,4,2,0.3692296065813305,0,0,-1,0
P0108,2023-04-19,5840,325,1.301407416965283,33.41752087030825,49.61753521558583,1,3,3,3,-0.005629667861131615,0,0,0,0
P0109,2023-04-20,5425,247,1.2894401040022316,50.8262726150181,60.826722317547684,7,9,4,3,-0.02111979199553682,0,0,0,0
P0110,2023-04-21,5208,147,1.1443531481171207,43.823026765312434,52.7835257243699,5,9,5,2,-0.0,0,0,3,0
P0111,2023-04-22,5572,551,1.665900073959483,51.47549636630736,73.11128993725036,5,7,5,4,0.0,0,0,-1,0
P0112,2023-04-23,6048,364,1.6639399791312588,53.66831563139236,100.41489346463815,5,9,5,3,0.0,0,0,0,0
P0113,2023-04-24,4516,214,1.2892974146473815,54.026952365209105,69.0605336517401,6,9,7,4,-0.010702585352618588,0,0,-3,0
P0114,2023-04-25,5037,310,1.4333421837941676,39.931578276678366,60.8412299632836,3,6,4,2,-0.266684367588335,0,0,0,0
P0115,2023-04-26,6572,353,1.1834581202499885,55.72442009303625,82.1024869017551,8,7,7,4,-0.34962563925003454,0,0,-1,0
P0116,2023-04-27,4827,368,1.4662673562993567,34.14571027571688,70.65343752503057,8,8,5,4,0.4988020688980699,0,0,-2,1
P0117,2023-04-28,5260,268,1.1842729693812823,50.45120165218825,78.09418291446042,7,7,6,1,-0.2314540612374354,0,0,2,0
P0118,2023-04-29,6147,251,1.2814506954907623,41.45878464688515,50.60545593864944,6,7,4,3,-0.018549304509237752,0,0,0,0
P0119,2023-04-30,5476,360,1.1525344648517921,61.01271762642058,72.06042424832881,3,5,5,4,0.29493107029641585,0,0,1,0
P0120,2023-05-01,4651,225,1.1733908571141562,69.50910190531138,89.86302834665044,7,9,5,3,-0.2532182857716876,0,0,0,0
P0121,2023-05-02,4803,265,1.2664089423226557,56.72270728341665,76.26706983389707,7,7,5,2,-0.06718211535468877,0,0,1,0
P0122,2023-05-03,5915,456,1.6515386671293366,24.253642689699074,70.0801213808948,5,8,3,3,0.0,0,0,0,0
P0123,2023-05-04,3947,146,1.4539609127523998,45.5217035534546,72.64852082981145,8,8,5,4,0.4618827382571993,0,0,-2,0
P0124,2023-05-05,7393,650,1.696258893220425,64.95250376785462,102.12863941713002,6,8,3,5,0.39625889322042496,0,0,-4,0
P0125,2023-05-06,3854,204,1.034349932934692,47.29031913982024,63.21981624932588,7,8,7,5,-0.5313001341306163,0,0,-4,0
P0126,2023-05-07,4755,368,1.5602081096308524,37.22848770967864,68.29349395100009,6,7,6,4,0.2602081096308524,0,0,-1,0
P0127,2023-05-08,5125,290,1.3155780338049388,39.55108319092298,47.325141935435965,7,7,3,1,0.031156067609877436,0,0,2,0
P0128,2023-05-09,4361,133,1.4134125247967606,58.14141814547698,76.5592097112942,9,9,5,1,0.45365009918704224,0,0,6,1
P0129,2023-05-10,7283,432,1.242810956404642,64.95113063269169,103.40089224350527,8,8,6,5,-0.17156713078607444,0,0,-4,0
P0130,2023-05-11,5758,424,1.459047072992737,50.87429484855013,67.32428561043662,4,4,3,2,-0.1590470729927369,0,0,-2,0
P0131,2023-05-12,3897,198,1.4110724503524081,56.39127395363038,65.53207057235734,4,7,2,2,-0.11107245035240809,0,0,1,0
P0132,2023-05-13,5549,260,1.3353471128336585,38.05918065602474,54.274276016765384,5,5,4,3,0.0,0,0,0,0
P0133,2023-05-14,5552,387,1.6554693149010804,51.957730087777186,76.55700874816021,5,7,4,3,0.0,0,0,0,0
P0134,2023-05-15,4298,170,0.9311587203361117,66.00090226845668,65.37255107676968,5,6,5,3,-0.0,0,0,0,0
P0135,2023-05-16,6246,374,1.492213523900134,44.255946866566,88.12465659377682,4,7,5,3,-0.1922135239001339,0,0,0,0
P0136,2023-05-17,4814,260,1.2783443507312462,48.182795848102714,76.29232243223846,9,8,4,3,-0.0866225970750154,0,0,0,0
P0137,2023-05-18,7563,562,1.9317209509918807,70.85227694015641,100.48810788089446,5,8,3,3,0.0,0,0,0,1
P0138,2023-05-19,4418,156,1.03837687468914,37.08739861461281,51.73651831541831,5,7,2,3,-0.0,0,0,0,0
P0139,2023-05-20,5833,200,1.3498287362726331,63.52010245581074,75.44723228993061,8,8,4,3,0.1494862088178992,0,0,0,0
P0140,2023-05-21,5558,371,1.493543138498761,41.98092615476277,67.9682044621,3,6,2,2,-0.38708627699752185,0,0,0,0
P0141,2023-05-22,6235,621,1.6836289257861021,41.638094593592285,66.67307004167358,5,7,7,4,0.0,0,0,-1,0
P0142,2023-05-23,5191,284,1.3366686775299748,48.85781785893599,76.17393455069563,7,7,3,1,0.07333735505994943,0,0,2,0
P0143,2023-05-24,5507,243,0.9380116561643431,55.387074139024165,87.99176643558543,7,9,5,4,-0.7239766876713138,0,0,-3,0
P0144,2023-05-25,5918,376,1.4699658990586826,54.90234114090094,72.89980075291692,6,7,3,3,0.16996589905868253,0,0,0,1
P0145,2023-05-26,4102,205,1.177136113701435,58.8099091689112,80.05559054192618,7,8,6,5,-0.2457277725971303,0,0,-4,0
P0146,2023-05-27,5010,181,1.0289888222117842,47.32628934808238,55.818052852017914,5,7,5,3,-0.0,0,0,0,0
P0147,2023-05-28,5486,360,1.0350586968404483,42.33174036256419,53.41437902036771,3,7,6,4,0.5298826063191036,0,0,-1,0
P0148,2023-05-29,4786,438,1.413430337057522,46.242137208606444,62.07617587416128,4,6,4,3,-0.11343033705752203,0,0,0,0
P0149,2023-05-30,5003,340,1.5576771377015246,58.952813806888045,71.67806629905508,2,6,1,2,-0.7730314131045737,0,0,0,0
P0150,2023-05-31,3830,80,1.104435949613524,54.934406075181286,67.02750272472076,3,5,3,1,0.3911281007729519,0,0,-2,0
P0151,2023-06-01,5183,313,1.438512389196297,51.37773828792568,66.01575230334123,7,7,4,2,0.2770247783925939,0,0,1,1
P0152,2023-06-02,4556,175,1.1476139975512591,65.81904185356908,70.52975549663057,4,7,3,2,0.1523860024487409,0,0,1,0
P0153,2023-06-03,6039,355,1.7509341886149001,58.19856030828641,85.25546675751487,8,7,6,4,1.3528025658447003,1,0,-1,1
P0154,2023-06-04,6300,714,1.622500603077663,45.22963127776717,75.03846678467866,3,9,4,3,-0.6450012061553259,0,0,0,0
P0155,2023-06-05,5184,193,1.0653871759101303,62.331874745214776,71.25464133618871,4,7,5,4,0.23461282408986972,0,0,-1,0
P0156,2023-06-06,5995,332,1.1422596846625837,66.94916387764574,79.85169218330792,5,8,5,4,-0.0,0,0,-2,0
P0157,2023-06-07,7159,515,1.750526681659678,54.62440461045585,87.75350701969774,7,8,5,5,0.901053363319356,0,0,-4,0
P0158,2023-06-08,4635,185,1.0143591908660512,30.51284029979746,61.99245221446541,5,7,4,3,-0.0,0,0,0,0
P0159,2023-06-09,5815,512,1.3850896957142287,50.15168296074907,73.26445040773606,4,9,5,4,-0.08508969571422864,0,0,-3,0
P0160,2023-06-10,5662,532,1.5256479764763693,38.623794401719906,66.24428873030213,3,6,4,4,-0.4512959529527385,0,0,0,1
P0161,2023-06-11,5021,328,1.6448653431007316,51.93558032249526,102.2208079918532,8,6,6,4,1.0345960293021947,1,0,0,1
P0162,2023-06-12,6288,564,1.5227301284026202,40.65997623729657,62.93332192943659,3,5,4,4,-0.4454602568052404,0,0,1,0
P0163,2023-06-13,5394,224,1.3572399045475885,62.332384053762986,79.19324232297363,6,7,3,3,0.05723990454758843,0,0,0,0
P0164,2023-06-14,4879,323,1.1614890713884625,45.72548958931952,67.95158785421137,5,9,4,3,-0.0,0,0,0,0
P0165,2023-06-15,5932,258,1.0302751247487323,37.457112444005034,62.24957581562046,5,10,4,3,-0.0,0,0,0,0
P0166,2023-06-16,6540,850,2.066346668166651,64.282449163129,106.45689870081463,5,8,4,2,0.0,0,0,2,1
P0167,2023-06-17,4996,276,1.212650322702998,56.914197854252386,83.05556463327078,6,9,3,3,-0.08734967729700194,0,0,0,0
P0168,2023-06-18,4283,99,1.0564585259107229,47.40344764556039,76.6385543433729,8,7,7,6,-0.7306244222678315,0,0,-3,0
P0169,2023-06-19,5581,339,1.2028701110785804,47.7838909735674,74.64709944437472,8,10,5,3,-0.2913896667642588,0,0,0,0
P0170,2023-06-20,5140,160,1.2557671190015158,48.752247939767166,65.10100874527839,4,6,3,1,0.044232880998484214,0,0,0,0
P0171,2023-06-21,2161,74,1.2054628571899986,60.00935647104515,74.98194292588121,7,8,3,3,-0.18907428562000295,0,0,0,0
P0172,2023-06-22,5765,558,1.4934063111772433,49.56555305393033,64.77117523256268,3,6,4,4,-0.38681262235448655,0,0,0,0
P0173,2023-06-23,4197,356,1.2507857413835801,48.262329374332836,59.004366958569044,2,7,4,2,0.14764277584925978,0,0,1,0
P0174,2023-06-24,5066,357,1.0779075448094524,45.38766408759489,65.74247962686302,4,7,2,3,0.22209245519054766,0,0,0,0
P0175,2023-06-25,4964,157,1.393744251993793,42.44429013467627,59.330362521850006,6,8,3,3,0.09374425199379299,0,0,0,0
P0176,2023-06-26,5428,429,1.4541013362804873,47.22294547775091,62.670855970542775,4,5,1,2,-0.15410133628048728,0,0,-1,0
P0177,2023-06-27,5903,179,1.0873290917019087,58.117140597624235,92.34081155536981,7,6,5,5,-0.42534181659618264,0,0,0,0
P0178,2023-06-28,4354,165,1.0720556538612922,39.54267547206825,55.68801607575139,8,9,5,3,-0.6838330384161235,0,0,0,0
P0179,2023-06-29,3438,213,1.1318399856325152,45.141217525542736,88.88089919494315,8,7,5,5,-0.5044800431024545,0,0,-2,0
P0180,2023-06-30,5113,181,1.3841384532291863,43.454851925850505,83.69168910711298,8,7,7,4,0.2524153596875587,0,0,-1,0
P0181,2023-07-01,5852,465,1.3148005589428426,45.64358191218484,74.00835386275506,5,6,3,3,0.0,0,0,0,1
P0182,2023-07-02,7057,441,1.5370582574271792,67.79515827269033,92.70983978298611,6,5,5,3,0.23705825742717912,0,0,0,0
P0183,2023-07-03,5985,591,2.018898538285941,56.927184957136255,95.85849347231802,5,6,4,3,0.0,0,0,0,1
P0184,2023-07-04,5168,473,1.2472337059971623,61.72162811449606,90.14632545998728,6,4,3,4,-0.05276629400283772,0,0,2,0
P0185,2023-07-05,4977,202,1.1409699817612604,58.295375396636445,79.79524380979572,6,6,4,2,-0.15903001823873963,0,0,0,0
P0186,2023-07-06,6613,473,1.7459536292714122,67.65159389642695,104.92775708687614,5,7,4,2,0.0,0,0,1,0
P0187,2023-07-07,5324,219,1.4838310119656337,45.789535739637024,73.30260956653973,6,7,5,3,0.18383101196563367,0,0,0,1
P0188,2023-07-08,5870,259,1.358442633506971,70.42928198981548,83.81226975182666,5,6,4,3,0.0,0,0,0,1
P0189,2023-07-09,5488,430,1.6300627494433728,54.67894536154252,79.86425686362085,6,9,4,2,0.33006274944337277,0,0,3,1
P0190,2023-07-10,6106,423,1.073290723670004,61.05488491210369,69.37738278917071,5,7,4,4,-0.0,0,0,-1,0
P0191,2023-07-11,4564,295,1.2345582305576561,56.41522790721798,79.64579388713484,5,8,3,4,-0.0,0,0,-2,0
P0192,2023-07-12,5367,583,1.4573457407498243,47.380881051910805,68.90292860808404,4,8,2,2,-0.15734574074982421,0,0,2,0
P0193,2023-07-13,3932,268,1.5323429432885223,46.38968662213233,70.38128141652346,6,9,3,3,0.23234294328852223,0,0,0,0
P0194,2023-07-14,5974,486,1.5232742321816988,61.65295160512076,61.94935101658999,4,6,1,2,-0.22327423218169873,0,0,0,0
P0195,2023-07-15,6372,460,1.6750702975693594,68.11578798931997,105.81422512512415,8,8,5,2,1.1252108927080782,1,0,2,1
P0196,2023-07-16,4754,194,1.6047159527395243,47.20674834258917,77.11877502476582,7,7,6,3,0.6094319054790485,0,0,0,1
P0197,2023-07-17,5194,244,1.049796686084756,44.769381110215114,58.23305075178978,5,6,2,2,-0.0,0,0,0,0
P0198,2023-07-18,3496,208,1.1593731703241112,32.82972605544222,46.539327683596326,5,7,5,2,-0.0,0,0,1,0
P0199,2023-07-19,5114,290,1.4344102027865893,52.131010618151315,68.8295935840111,5,5,5,3,0.0,0,0,0,0
P0200,2023-07-20,6897,558,1.4541356073747254,39.21177260489171,46.19260277510018,1,5,3,1,-0.6165424294989013,0,0,-2,0
P0201,2023-07-21,5894,350,1.429930862811206,67.39764836897908,97.95709348981254,6,5,2,2,0.12993086281120592,0,0,-1,1
P0202,2023-07-22,4788,187,1.1806990756555962,50.36490026571218,66.21891632405182,5,7,4,2,-0.0,0,0,1,0
P0203,2023-07-23,6409,471,1.511793155209615,59.71674943883121,86.23748214521709,6,7,4,3,0.21179315520961506,0,0,0,1
P0204,2023-07-24,3857,189,1.1437356334529283,45.69557771765136,60.828669900372645,3,5,3,3,0.31252873309414353,0,0,0,1
P0205,2023-07-25,3973,303,1.0975978281212326,57.648356338580065,75.04649163168449,5,9,3,4,-0.0,0,0,-3,0
P0206,2023-07-26,5999,342,1.6602807904281818,49.17837041198017,81.0169436036826,6,7,5,4,0.36028079042818173,0,0,-1,0
P0207,2023-07-27,3253,230,0.8928981051062418,57.042292941990596,74.61017106025072,6,7,3,3,-0.40710189489375825,0,0,0,0
P0208,2023-07-28,4692,339,1.5590688327926197,62.63967333181102,83.40884950716806,5,4,2,4,0.0,0,0,2,1
P0209,2023-07-29,6613,358,1.3456542386691448,53.123786917583736,76.96104841880185,4,7,3,2,-0.04565423866914475,0,0,1,0
P0210,2023-07-30,5546,361,1.3087179480885278,50.13649220793313,69.04560084706654,4,6,6,4,-0.008717948088527772,0,0,0,0
